questao,gabarito,enunciado,alternativas
68,C,"O encontro entre o Velho e o Novo Mundo, que a descoberta de Colombo tornou possível, é de um tipo muito particular: é uma guerra – ou a Conquista –, como se dizia então. E um mistério continua: o resultado do combate. Por que a vitória fulgurante, se os habitantes da América eram tão superiores em número aos adversários e lutaram no próprio solo? Se nos limitarmos à conquista do México – a mais espetacular, já que a civilização mexicana é a mais brilhante do mundo pré-colombiano – como explicar que Cortez, liderando centenas de homens, tenha conseguido tomar o reino de Montezuma, que dispunha de centenas de milhares de guerreiros? TODOROV, T. A conquista da América . São Paulo: Martins Fontes, 1991 (adaptado). No contexto da conquista, conforme análise apresentada no texto, uma estratégia para superar as disparidades levantadas foi ","['implantar as missões cristãs entre as comunidades submetidas. ', 'utilizar a superioridade física dos mercenários africanos. ', 'explorar as rivalidades existentes entre os povos nativos. ', 'introduzir vetores para a disseminação de doenças epidêmicas. ', 'comprar terras para o enfraquecimento das teocracias autóctones.*SA0175AZ25*CH - 1º dia | Caderno 1 - AZUL - Página 26']"
69,B,"São Paulo, 10 de janeiro de 1979. Exmo. Sr. Presidente Ernesto Geisel. Considerando as instruções dadas por V. S. de que sejam negados os passaportes aos senhores Francisco Julião, Miguel Arraes, Leonel Brizola, Luis Prestes, Paulo Schilling, Gregório Bezerra, Márcio Moreira Alves e Paulo Freire. Considerando que, desde que nasci, me identifico plenamente com a pele, a cor dos cabelos, a cultura, o sorriso, as aspirações, a história e o sangue destes oito senhores. Considerando tudo isto, por imperativo de minha consciência, venho por meio desta devolver o passaporte que, negado a eles, me foi concedido pelos órgãos competentes de seu governo. Carta do cartunista Henrique de Souza Filho, conhecido como Henfil. In: HENFIL. Cartas da mãe. Rio de Janeiro: Codecri, 1981 (adaptado). No referido contexto histórico, a manifestação do cartunista Henfil expressava uma crítica ao(à) ","['censura moral das produções culturais. ', 'limite do processo de distensão política. ', 'interferência militar de países estrangeiros. ', 'representação social das agremiações partidárias. ', 'impedimento de eleição das assembleias estaduais.']"
70,B,"primeira fase da dominação da economia sobre a vida social acarretou, no modo de definir toda realização humana, uma evidente degradação do ser para o ter. fase atual, em que a vida social está totalmente tomada pelos resultados da economia, leva a um deslizamento generalizado do ter para o parecer, do qual todo ter efetivo deve extrair seu prestígio imediato e sua função última. Ao mesmo tempo, toda realidade individual tornou-se social, diretamente dependente da força social, moldada por ela. DEBORD, G. A sociedade do espetáculo . Rio de Janeiro: Contraponto, 2015. Uma manifestação contemporânea do fenômeno descrito no texto é o(a) ","['valorização dos conhecimentos acumulados. ', 'exposição nos meios de comunicação. ', 'aprofundamento da vivência espiritual. ', 'fortalecimento das relações interpessoais. ', 'reconhecimento na esfera artística.']"
71,E,"Os seus líderes terminaram presos e assassinados. “marujada” rebelde foi inteiramente expulsa da esquadra. Num sentido histórico, porém, eles foram vitoriosos. A “chibata” e outros castigos físicos infamantes nunca mais foram oficialmente utilizados; a partir de então, os marinheiros – agora respeitados – teriam suas condições de vida melhoradas significativamente. Sem dúvida fizeram avançar a História. MAESTRI, M. 1910: a revolta dos marinheiros – uma saga negra. São Paulo: Global, 1982. eclosão desse conflito foi resultado da tensão acumulada na Marinha do Brasil pelo(a) ","['engajamento de civis analfabetos após a emergência de guerras externas. ', 'insatisfação de militares positivistas após a consolidação da política dos governadores. ', 'rebaixamento de comandantes veteranos após a repressão a insurreições milenaristas. ', 'sublevação das classes populares do campo após a instituição do alistamento obrigatório. ', 'manutenção da mentalidade escravocrata da oficialidade após a queda do regime imperial.']"
72,B,"Uma pesquisa realizada por Carolina Levis, especialista em ecologia do Instituto Nacional de Pesquisas da Amazônia, e publicada na revista Science , demonstra que as espécies vegetais domesticadas pelas civilizações pré-colombianas são as mais dominantes. “A domesticação de plantas na floresta começou há mais de 8 000 anos. Primeiro eram selecionadas as plantas com características que poderiam ser úteis ao homem e em um segundo momento era feita a propagação dessas espécies. Começaram a cultivá-las em pátios e jardins, por meio de um process o quase intuitivo de seleção”. OLIVEIRA, J. Indígenas foram os primeiros a alterar o ecossistema da Amazônia. Disponível em: https://brasil.elpais.com. Acesso em: 11 dez. 2017 (adaptado). O texto apresenta um novo olhar sobre a configuração da Floresta Amazônica por romper com a ideia de ","['primazia de saberes locais. ', 'ausência de ação antrópica. ', 'insuficiência de recursos naturais. ', 'necessidade de manejo ambiental. ', 'predominância de práticas agropecuárias.*SA0175AZ26*CH - 1º dia | Caderno 1 - AZUL - Página 27']"
73,E,"TEXTO I Quando um exército atravessa montanhas, florestas, zonas de precipícios, ou marcha ao longo de desfiladeiros, alagadiços ou pântanos, ou qualquer outro terreno onde a deslocação é árdua, está em terreno difícil. O terreno onde é apertado e a sua saída é tortuosa e onde uma pequena força inimiga pode atacar a minha, embora maior, é cercado. TZU, S. A arte da guerra. São Paulo: Martin Claret, 2001. TEXTO II O objetivo principal era encontrar e matar Osama Bin Laden. Onde ele se esconde? Não podemos esquecer a dificuldade de ocupação do país, que possui um relevo montanhoso, cheio de cavernas, onde fica fácil, para quem está acostumado com esse relevo, esconder-se. OLIVEIRA, M. G.; SANTOS, M. S. Ásia: uma visão histórica, política e econômica do continente. Rio de Janeiro: E-Papers, 2009 (adaptado). As situações apresentadas atestam a importância da relação entre a topografia e o(a) ","['construção de vias terrestres. ', 'preservação do meio ambiente. ', 'emprego de armamentos sofisticados. ', 'intimidação contínua da população local. ', 'domínio cognitivo da configuração espacial.']"
74,D,Disponível em: http://cpdoc.fgv.br. Acesso em: 6 dez. 2017.Essa imagem foi impressa em cartilha escolar durante a vigência do Estado Novo com o intuito de ,"['destacar a sabedoria inata do líder governamental. ', 'atender a necessidade familiar de obediência infantil. ', 'promover o desenvolvimento consistente das atitudes solidárias. ', 'conquistar a aprovação política por meio do apelo carismático. ', 'estimular o interesse acadêmico por meio de exercícios intelectuais.']"
75,B,"Os países industriais adotaram uma concepção diferente das relações familiares e do lugar da fecundidade na vida familiar e social. A preocupação de garantir uma transmissão integral das vantagens econômicas e sociais adquiridas tem como resultado uma ação voluntária de limitação do número de nascimentos. GEORGE, P. Panorama do mundo atual. São Paulo: Difusão Europeia do Livro, 1968 (adaptado). Em meados do século XX, o fenômeno social descrito contribuiu para o processo europeu de ","['estabilização da pirâmide etária. ', 'conclusão da transição demográfica. ', 'contenção da entrada de imigrantes. ', 'elevação do crescimento vegetativo. ', 'formação de espaços superpovoados.']"
76,E,"Código Penal dos Estados Unidos do Brasil, 1890 Dos crimes contra a saúde pública Art. 156. Exercer a medicina em qualquer dos seus ramos, a arte dentária ou a farmácia; praticar a homeopatia, a dosimetria, o hipnotismo ou magnetismo animal, sem estar habilitado segundo as leis e regulamentos. Art. 158. Ministrar, ou simplesmente prescrever, como meio curativo para uso interno ou externo, e sob qualquer forma preparada, substância de qualquer dos reinos da natureza, fazendo, ou exercendo assim, o ofício denominado curandeiro. Disponível em: http://legis.senado.gov.br. Acesso em: 21 dez. 2014 (adaptado). No início da Primeira República, a legislação penal vigente evidenciava o(a) ","['negligência das religiões cristãs sobre as moléstias. ', 'desconhecimento das origens das crenças tradicionais. ', 'preferência da população pelos tratamentos alopáticos. ', 'abandono pela comunidade das práticas terapêuticas de magia. ', 'condenação pela ciência dos conhecimentos populares de cura.*SA0175AZ27*CH - 1º dia | Caderno 1 - AZUL - Página 28']"
77,D,"presunção de que a superfície das chapadas e chapadões representa uma velha peneplanície é corroborada pelo fato de que ela é coberta por acumulações superficiais, tais como massas de areia, camadas de cascalhos e seixos e pela ocorrência generalizada de concreções ferruginosas que formam uma crosta laterítica, denominada “canga”. WEIBEL, L. Disponível em: http://biblioteca.ibge.gov.br. Acesso em: 8 jul. 2015 (adaptado). Qual tipo climático favorece o processo de alteração do solo descrito no texto? ","['Árido, com déficit hídrico. ', 'Subtropical, com baixas temperaturas. ', 'Temperado, com invernos frios e secos. ', 'Tropical, com sazonalidade das chuvas. ', 'Equatorial, com pluviosidade abundante.']"
78,E,"O marco inicial das discussões parlamentares em torno do direito do voto feminino são os debates que antecederam a Constituição de 1824, que não trazia qualquer impedimento ao exercício dos direitos políticos por mulheres, mas, por outro lado, também não era explícita quanto à possibilidade desse exercício. Foi somente em 1932, dois anos antes de estabelecido o voto aos 18 anos, que as mulheres obtiveram o direito de votar, o que veio a se concretizar no ano seguinte. Isso ocorreu a partir da aprovação do Código Eleitoral de 1932. Disponível em: http://tse.jusbrasil.com.br. Acesso em: 14 maio 2018. Um dos fatores que contribuíram para a efetivação da medida mencionada no texto foi a ","['superação da cultura patriarcal. ', 'influência de igrejas protestantes. ', 'pressão do governo revolucionário. ', 'fragilidade das oligarquias regionais. ', 'campanha de extensão da cidadania.']"
79,C,"quem não basta pouco, nada basta. EPICURO. Os pensadores. São Paulo: Abril Cultural, 1985. Remanescente do período helenístico, a máxima apresentada valoriza a seguinte virtude: ","['Esperança, tida como confiança no porvir. ', 'Justiça, interpretada como retidão de caráter. ', 'Temperança, marcada pelo domínio da vontade. ', 'Coragem, definida como fortitude na dificuldade. ', 'Prudência, caracterizada pelo c orreto uso da razão.']"
